Y_p0.1,Y_p99.9,amb,clipped_pct,config,dark_log_range,dark_median,donor,file,geom,halo_ratio,headroom,lamp_d_uv,lamp_saturation_retention,lum,near_black_pct,peak,plateau_diam_max_arcmin,plateau_diam_median_arcmin,plateau_n,scene,silhouette_weber,sky_median,source_bg_contrast,used_log_range
0.1200575947310879,78.67815850375652,DARK,0.0006351626016260162,native_default,0.5200864844059071,0.13987920787710417,pcond,d0/work/out/pcond/native_default/S1__PHONE_SDR100_DARK.png,PHONE,3.1835926357250095,1.2710007694857965,0.05305128683899687,0.3478365624161753,SDR100,0.0,99.94357446464478,0.9274349318593254,0.9274349318593254,2,S1,0.5565579570630037,0.3165039339023349,270.3510758394403,2.816464548192002
0.013876614042259677,308.5147465673611,DARK,0.0008257113821138212,target_BRIGHT500,0.9875337230302029,0.022122910146351524,pcond,d0/work/out/pcond/target_BRIGHT500/S1__PHONE_BRIGHT500_DARK.png,PHONE,4.02678273848913,1.6206680736112886,0.05232117612166328,0.3567855644808723,BRIGHT500,0.0,466.8526357308444,,,0,S1,0.7736534897281306,0.09773912626167398,4533.672406930866,4.34699241833432
0.21578939548643677,148.982993778831,DARK,0.0008257113821138212,target_SDR200,0.30390959326723305,0.23115750361404866,pcond,d0/work/out/pcond/target_SDR200/S1__PHONE_SDR200_DARK.png,PHONE,2.4621917073723525,1.3424350989811966,0.053030070408404587,0.34808679005113885,SDR200,0.0002540650406504065,194.86165509733237,,,0,S1,0.3737795770051989,0.3698524050171064,510.2855890093652,2.839106598685869
0.0050000005,1.9188570418652382,DARK,6.351626016260162e-05,ctrl_photometric_clamp,0.0,0.0050000005,controls,d0/work/out/controls/ctrl_photometric_clamp/S1__PHONE_BRIGHT500_DARK.png,PHONE,1.1412965957010426,260.5717826242916,2.179058396356165e-06,0.9999818503548297,BRIGHT500,99.30284552845528,286.54942905034216,,,0,S1,0.0,0.0050000005,30563.161469100058,2.584072572492796
0.005027511986548141,1.9236454041767537,DARK,0.0,ctrl_photometric_clamp,0.045070310139858086,0.005066716555019175,controls,d0/work/out/controls/ctrl_photometric_clamp/S1__PHONE_HDR1000_DARK.png,PHONE,1.3002818103839615,519.8463281375715,0.00044217760718252803,0.9945640302003198,HDR1000,62.6728912601626,301.92037274821627,,,0,S1,0.03925095103275872,0.005287305364666797,28902.534642246865,2.5827719045489532
0.10000001000000001,1.9187294550347305,DARK,0.0034298780487804882,ctrl_photometric_clamp,0.0,0.10000001000000001,controls,d0/work/out/controls/ctrl_photometric_clamp/S1__PHONE_SDR100_DARK.png,PHONE,1.000165592941555,52.11782189385836,0.0016098225230537571,0.9811258636976659,SDR100,99.64507113821138,100.00001,0.9274349318593254,0.9274349318593254,2,S1,0.0,0.10000001000000001,943.7030301435301,1.2830136991701522
0.20000002000000003,1.9186018713398034,DARK,0.0009527439024390244,ctrl_photometric_clamp,0.0,0.20000002000000003,controls,d0/work/out/controls/ctrl_photometric_clamp/S1__PHONE_SDR200_DARK.png,PHONE,1.0000094749185695,104.24257527713941,0.006236491920807336,0.9348367812740078,SDR200,99.67625762195121,188.4939203083024,,,0,S1,0.0,0.20000002000000003,703.8282093334353,0.9819548246369801
23.922527292782775,500.00005,DARK,2.5270579268292686,ctrl_key018_clamp,1.255173281241031,58.21285663602525,controls,d0/work/out/controls/ctrl_key018_clamp/S1__PHONE_BRIGHT500_DARK.png,PHONE,1.5352888960274051,0.99999990000001,0.08128776062064771,0.0006624354303283953,BRIGHT500,0.0,500.00005,108.8778590400417,0.9274349318593254,338,S1,0.7222872335692962,250.76632612792702,1.993888325121164,1.3201629890322721
47.84895429324168,1000.0,DARK,1.1212525406504066,ctrl_key018_clamp,1.272683446393342,116.42922944806664,controls,d0/work/out/controls/ctrl_key018_clamp/S1__PHONE_HDR1000_DARK.png,PHONE,1.5554887491745155,1.0,0.08130626409525482,0.00044320367017353665,HDR1000,0.0,1000.0,115.81430745325218,0.9274349318593254,314,S1,0.7222854523888924,501.5327014146886,1.9938879302970065,1.3201275489976352
4.784541314017678,100.00001,DARK,2.5271849593495936,ctrl_key018_clamp,1.2551706687619466,11.642637784030075,controls,d0/work/out/controls/ctrl_key018_clamp/S1__PHONE_SDR100_DARK.png,PHONE,1.535294469803029,0.9999999000000099,0.08128776062064771,0.0006624354303283953,SDR100,0.0,100.00001,108.8778590400417,0.9274349318593254,338,S1,0.722300340992956,50.153084347718355,1.9938955161099552,1.3201597344073797
